,country,score,year,gdp_cap,social,health,freedom,trust,generosity,region
35,Australia,7.183,2021,0.8302075019952115,0.9173076923076923,0.8927831431079893,0.9047619047619048,0.42007001166861135,0.5385542168674698,North America and ANZ
36,Australia,7.222799778,2020,0.8527473222576398,0.9410769736514185,0.8888910962229692,0.8970197229110953,0.36980452461287316,0.5703155299017009,North America and ANZ
37,Australia,7.228,2019,0.8483685220729366,0.9359730412805392,0.9079754601226994,0.8827258320126784,0.6401766004415012,0.5865724381625441,North America and ANZ
38,Australia,7.272,2018,0.6257425742574257,0.9441823899371069,0.9027777777777778,0.8898426323319027,0.660831509846827,0.6036789297658862,North America and ANZ
39,Australia,7.28399991989136,2017,0.8439523837262956,0.9147087623026515,0.8887767792254525,0.9097894686938196,0.6486725832987581,0.5699957142556402,North America and ANZ
40,Australia,7.313,2016,0.8446547713308904,0.9336578604871288,0.898658136171201,0.9290440135861872,0.6399517032521129,0.5783386807529491,North America and ANZ
41,Australia,7.284,2015,0.8512666197428661,0.9263237950375512,0.9086174103877104,0.9723918594060291,0.6457031037669184,0.5473438206764839,North America and ANZ
42,Austria,7.268,2021,0.8521548284118114,0.9057692307692308,0.8717120280948196,0.8945578231292516,0.46557759626604434,0.39759036144578314,Western Europe
43,Austria,7.294199944,2020,0.8572304037777962,0.907858001212427,0.8679877795156843,0.8703226591776464,0.472475463905619,0.4484092751963087,Western Europe
44,Austria,7.246,2019,0.8509277031349967,0.8744734625105308,0.8904469763365469,0.8431061806656102,0.49889624724061815,0.431095406360424,Western Europe
45,Austria,7.138999999999999,2018,0.6262376237623762,0.8899371069182389,0.8839285714285714,0.8469241773962803,0.4901531728665207,0.40468227424749165,Western Europe
46,Austria,7.00600004196167,2017,0.8455777209648322,0.8722065556835035,0.8586992624344791,0.8558918177151853,0.4761073851522599,0.3776180663540766,Western Europe
47,Austria,7.119,2016,0.848306848104296,0.9159694403596842,0.8505685237386373,0.8851365694876875,0.4225569565131332,0.40093447682717054,Western Europe
48,Austria,7.2,2015,0.8536235721065988,0.9166666666666669,0.8684906120458425,0.9322114882116674,0.3383885053722527,0.4157410664924361,Western Europe
49,Azerbaijan,5.171,2021,0.5853950518754987,0.7173076923076923,0.6032660228270414,0.7346938775510204,0.49474912485414224,0.07831325301204822,Commonwealth of Independent States
50,Azerbaijan,5.164800167,2020,0.6444251456469228,0.6929609167386493,0.6077845317466997,0.6746786989843486,0.5361502285415153,0.07039706058199557,Commonwealth of Independent States
51,Azerbaijan,5.207999999999999,2019,0.63787587971849,0.5981465880370682,0.6739702015775636,0.5562599049128368,0.40176600441501104,0.061837455830388695,Commonwealth of Independent States
52,Azerbaijan,5.2010000000000005,2018,0.46930693069306934,0.6202830188679245,0.5982142857142857,0.5793991416309012,0.3851203501094092,0.051839464882943144,Commonwealth of Independent States
53,Azerbaijan,5.234000205993651,2017,0.6434985546586034,0.6112861075749023,0.5695419771662474,0.5857595090510397,0.3898007161166824,0.05401584772393256,Commonwealth of Independent States
54,Azerbaijan,5.291,2016,0.6478109022164116,0.6426482767946182,0.5754283723434579,0.5485246249646193,0.3545852219868965,0.06880482121725975,Commonwealth of Independent States
55,Azerbaijan,5.212000000000001,2015,0.6512872834348221,0.6321735272681182,0.6246769080712021,0.5529093813925015,0.2910800674022938,0.09799215962205358,Commonwealth of Independent States
56,Bahrain,6.647,2021,0.8048683160415007,0.7673076923076924,0.7380860403863039,0.9234693877551022,0.7467911318553091,0.45421686746987955,Middle East and North Africa
57,Bahrain,6.227300167,2020,0.8438292488012065,0.8056763586854824,0.711656082544311,0.8804644889646381,0.7623664135100993,0.5044695977949342,Middle East and North Africa
58,Bahrain,6.199,2019,0.8419705694177861,0.784330244313395,0.7633654688869412,0.8494453248811411,0.24282560706401768,0.450530035335689,Middle East and North Africa
59,Bahrain,6.105,2018,0.6247524752475248,0.7814465408805029,0.6924603174603174,0.8140200286123033,0.26914660831509846,0.40635451505016723,Middle East and North Africa
60,Bahrain,6.08699989318848,2017,0.8463745342210602,0.7561163786197187,0.6878760042709785,0.8064885409326181,0.5536029716839679,0.20602983464110353,Middle East and North Africa
61,Bahrain,6.218,2016,0.8420829727291141,0.7977705660632491,0.6935884035937879,0.7616579394282479,0.510124502682053,0.20918373571141013,Middle East and North Africa
62,Bahrain,5.96,2015,0.8449254492738649,0.852655512247679,0.728758839307486,0.6792588057874068,0.5544382236234169,0.21814846459265216,Middle East and North Africa
63,Bangladesh,5.025,2021,0.36292897047087,0.4423076923076922,0.5732045654082525,0.8418367346938777,0.7001166861143523,0.29759036144578316,South Asia
64,Bangladesh,4.832799911,2020,0.36192160642004656,0.43206033011568656,0.5728782975745266,0.8714213390069138,0.6685138184171714,0.31018050970033917,South Asia
65,Bangladesh,4.456,2019,0.3301343570057582,0.4136478517270429,0.6336546888694128,0.8351822503961965,0.315673289183223,0.29328621908127206,South Asia
66,Bangladesh,4.5,2018,0.22574257425742575,0.3757861635220125,0.5744047619047619,0.7939914163090128,0.3150984682713348,0.25585284280936454,South Asia
67,Bangladesh,4.60799980163574,2017,0.29997824537645174,0.2572761542301437,0.5616064292928507,0.7134924735070728,0.26645656905858367,0.20553687802654913,South Asia
68,Bangladesh,4.643,2016,0.2906071040565673,0.20915944086675797,0.55943369334558,0.6272643645626946,0.24906474535341735,0.23339961693769748,South Asia
69,Bangladesh,4.694,2015,0.24682134301082906,0.2306223658776184,0.58682272616435,0.6094993504845236,0.2277364062981283,0.2666482384279037,South Asia
70,Belarus,5.534,2021,0.6420590582601755,0.8596153846153848,0.6242317822651449,0.45578231292517,0.6359393232205367,0.13012048192771086,Commonwealth of Independent States
71,Belarus,5.539899826,2020,0.6630249211867378,0.865766153469491,0.6284759280633803,0.41939754382273897,0.6368695486166964,0.15782886198060544,Commonwealth of Independent States
72,Belarus,5.3229999999999995,2019,0.6532309660908509,0.8660488626790228,0.6914986853637161,0.37242472266244053,0.31346578366445915,0.16607773851590105,Commonwealth of Independent States
73,Belarus,5.483,2018,0.47673267326732677,0.8852201257861636,0.6944444444444444,0.4034334763948498,0.336980306345733,0.1688963210702341,Commonwealth of Independent States
74,Belarus,5.5689997673034695,2017,0.6452895966936032,0.8594807936208235,0.6716370454214887,0.42210439686696366,0.33665991980273596,0.18511168965578087,Commonwealth of Independent States
75,Belarus,5.8020000000000005,2016,0.6520399457405738,0.8873197775636801,0.6662232498231611,0.43820761392584207,0.3455394786326478,0.17008454209415527,Commonwealth of Independent States
76,Belarus,5.813,2015,0.656472578635034,0.8658459295877303,0.7179517190929042,0.566467083750168,0.34588972839774595,0.13878976730160325,Commonwealth of Independent States
77,Belgium,6.834,2021,0.8355945730247407,0.8519230769230767,0.8330465320456539,0.6819727891156461,0.658109684947491,0.16265060240963858,Western Europe
78,Belgium,6.863500117999999,2020,0.8432764374231512,0.8754204877152257,0.8332370419140593,0.7209387170638889,0.6085168105183625,0.257919635539979,Western Europe
79,Belgium,6.922999999999999,2019,0.8381317978246959,0.8989048020219039,0.8641542506573181,0.7496038034865293,0.4635761589403974,0.2826855123674912,Western Europe
80,Belgium,6.9270000000000005,2018,0.6178217821782178,0.8734276729559747,0.886904761904762,0.798283261802575,0.5251641137855579,0.31438127090301005,Western Europe
81,Belgium,6.89099979400635,2017,0.8314492561633875,0.8742153382666462,0.8616097124396545,0.8113044436307549,0.5413287030000291,0.27623219061989535,Western Europe
82,Belgium,6.928999999999999,2016,0.8329681256559928,0.8894832919223163,0.8652857399254636,0.8320478347013869,0.5195463272698481,0.2957143379975845,Western Europe
83,Belgium,6.937,2015,0.8346323477182763,0.9076512342744877,0.874586686174104,0.872739760799128,0.40839992027685673,0.2795647585063075,Western Europe
84,Benin,5.045,2021,0.289704708699122,0.050000000000000044,0.2189640035118523,0.6377551020408164,0.6756126021003499,0.3060240963855422,Sub-Saharan Africa
85,Benin,5.21600008,2020,0.2383356608126519,0.0,0.21904972703314796,0.5853991653049072,0.7638019616320423,0.34514860870417663,Sub-Saharan Africa
86,Benin,4.883,2019,0.2220089571337172,0.0,0.3479404031551271,0.5530903328050712,0.18101545253863133,0.30918727915194344,Sub-Saharan Africa
87,Benin,4.141,2018,0.14950495049504947,0.0,0.23809523809523808,0.5937052932761088,0.14660831509846828,0.2725752508361204,Sub-Saharan Africa
88,Benin,3.65700006484985,2017,0.20569503331520103,0.0028992430731850094,0.2210973067587183,0.6300466189925547,0.1312254871503628,0.24812626701851587,Sub-Saharan Africa
89,Benin,3.484,2016,0.20051435972035528,0.08805334415090514,0.22200403298176713,0.6267159637701669,0.13224203796441084,0.2461846262702663,Sub-Saharan Africa
90,Benin,3.34,2015,0.17522165038324694,0.16946319358620912,0.311241160692514,0.7234258581816553,0.14513235853671794,0.22943157259888428,Sub-Saharan Africa
91,Bolivia,5.716,2021,0.48104549082202697,0.6673076923076925,0.5416330114135206,0.8384353741496599,0.8833138856476078,0.25421686746987954,Latin America and Caribbean
92,Bolivia,5.747499942999999,2020,0.47568668663904035,0.6609458195693662,0.541539216430051,0.8286298650289056,0.8631886591149808,0.24284261297721324,Latin America and Caribbean
93,Bolivia,5.779,2019,0.46705054382597566,0.6503791069924179,0.6187554776511831,0.809825673534073,0.14128035320088303,0.24204946996466425,Latin America and Caribbean
94,Bolivia,5.752000000000001,2018,0.3341584158415841,0.6690251572327042,0.503968253968254,0.8311874105865522,0.11816192560175055,0.2357859531772575,Latin America and Caribbean
95,Bolivia,5.82299995422363,2017,0.44969068701346715,0.6751016167428037,0.49882468994193874,0.8415048649326518,0.1302535260248282,0.2691414031069014,Latin America and Caribbean
96,Bolivia,5.822,2016,0.4455595042996299,0.7080354275476226,0.49588783665368086,0.8250955278799886,0.15332238079214583,0.26470337070427347,Latin America and Caribbean
97,Bolivia,5.89,2015,0.4300824610457119,0.664242481858225,0.5259205071933675,0.8572708404879578,0.15944628653222448,0.2580288485701362,Latin America and Caribbean
98,Bosnia and Herzegovina,5.813,2021,0.5895849960095769,0.7826923076923077,0.6890254609306405,0.5510204081632654,0.9906651108518083,0.4831325301204819,Central and Eastern Europe
99,Bosnia and Herzegovina,5.674099922000001,2020,0.5976506482137165,0.7125180148532201,0.6876338246559355,0.4404713644614623,0.9978008816720323,0.46331847300901086,Central and Eastern Europe
100,Bosnia and Herzegovina,5.386,2019,0.5751759436980166,0.6529064869418701,0.740578439964943,0.3359746434231379,0.013245033112582783,0.4646643109540636,Central and Eastern Europe
101,Bosnia and Herzegovina,5.129,2018,0.4153465346534654,0.5550314465408805,0.751984126984127,0.36480686695278974,0.0,0.36120401337792646,Central and Eastern Europe
102,Bosnia and Herzegovina,5.18200016021729,2017,0.5397657990419684,0.5408144707187355,0.7426982155940176,0.27717661118540915,0.0,0.3924081160874864,Central and Eastern Europe
103,Bosnia and Herzegovina,5.162999999999999,2016,0.5312513426752843,0.5439801903216537,0.7471151511312408,0.09183059722615339,0.0,0.3646289541423186,Central and Eastern Europe
104,Bosnia and Herzegovina,4.949,2015,0.5275246834257817,0.6173036093418262,0.7713338210192636,0.13804070296985352,0.004112989436683517,0.31170528220334726,Central and Eastern Europe
105,Botswana,3.467,2021,0.6278930566640064,0.6173076923076924,0.3789640035118522,0.751700680272109,0.8389731621936988,0.050602409638554224,Sub-Saharan Africa
106,Botswana,3.4788999560000002,2020,0.6491602040413191,0.6135406628818555,0.3791828820958756,0.7343303227868695,0.809089313372888,0.05862878189809306,Sub-Saharan Africa
107,Botswana,3.488,2019,0.6365962891874599,0.5964616680707666,0.47151621384750214,0.7210776545166403,0.2207505518763797,0.044169611307420496,Sub-Saharan Africa
108,Botswana,3.59,2018,0.46584158415841587,0.6305031446540881,0.4136904761904762,0.7610872675250359,0.20131291028446388,0.07023411371237459,Sub-Saharan Africa
109,Botswana,3.7660000324249303,2017,0.6244067472352962,0.6699568799981745,0.3599349623056455,0.7562390565718206,0.21232295098508394,0.11854360186587047,Sub-Saharan Africa
110,Botswana,3.9739999999999998,2016,0.6297223807857797,0.7537312171458513,0.3668957653691445,0.7035274554203226,0.21315888442429878,0.15157799709653413,Sub-Saharan Africa
111,Botswana,4.332,2015,0.6316955204990281,0.7642440662927403,0.046583760058522314,0.7390291610051811,0.22601511115942816,0.13143941297683068,Sub-Saharan Africa
112,Brazil,6.33,2021,0.5869912210694332,0.8057692307692309,0.636453028972783,0.7176870748299321,0.7864644107351223,0.26144578313253014,Latin America and Caribbean
113,Brazil,6.375599861,2020,0.6199614150340551,0.8459565012131175,0.641525202902522,0.6971201521613061,0.8002135158604831,0.2310835616194123,Latin America and Caribbean
114,Brazil,6.3,2019,0.6129238643634036,0.844144903117102,0.7028921998247152,0.6180665610142632,0.18984547461368653,0.17491166077738515,Latin America and Caribbean
115,Brazil,6.419,2018,0.4504950495049505,0.8663522012578615,0.6696428571428572,0.6695278969957081,0.1925601750547046,0.18394648829431437,Latin America and Caribbean
116,Brazil,6.6350002288818395,2017,0.6154745797063573,0.8479093078456028,0.6493494378693964,0.6483478751379971,0.23926534238654842,0.19371758310190598,Latin America and Caribbean
117,Brazil,6.952000000000001,2016,0.6255976823122863,0.8784037320622686,0.6483915581879031,0.6387100198131899,0.2803982502325765,0.1924583084261507,Latin America and Caribbean
118,Brazil,6.983,2015,0.6237464564996997,0.8658300852425772,0.6798536942209217,0.7323697609484419,0.3174611802648983,0.1831180579986933,Latin America and Caribbean
119,Bulgaria,5.266,2021,0.6745810055865922,0.8999999999999998,0.6504653204565407,0.6904761904761904,0.9918319719953324,0.23132530120481928,Central and Eastern Europe
120,Bulgaria,5.101500034,2020,0.681050918991817,0.9272147291412659,0.6527683849619121,0.6026798466661999,1.0,0.18222394253627075,Central and Eastern Europe
121,Bulgaria,5.011,2019,0.6692258477287268,0.9064869418702612,0.7142857142857142,0.4928684627575277,0.00883002207505519,0.1431095406360424,Central and Eastern Europe
122,Bulgaria,4.933,2018,0.4841584158415842,0.8985849056603772,0.7063492063492064,0.4778254649499285,0.019693654266958426,0.10702341137123746,Central and Eastern Europe
123,Bulgaria,4.71400022506714,2017,0.6482596420798964,0.8505168213164802,0.745890840453566,0.4122799781460056,0.023802165946792908,0.13504480224411938,Central and Eastern Europe
124,Bulgaria,4.217,2016,0.6412617158009096,0.7820935381910992,0.7158648212079941,0.2989491933201246,0.012173155717424436,0.15606738968659645,Central and Eastern Europe
125,Bulgaria,4.218,2015,0.6437127488521964,0.7654323921792313,0.7476127773713728,0.45670643393606375,0.015799677483647696,0.14978388701814344,Central and Eastern Europe
126,Burkina Faso,4.834,2021,0.20810055865921795,0.40192307692307716,0.19922739244951715,0.5323129251700679,0.777129521586931,0.336144578313253,Sub-Saharan Africa
127,Burkina Faso,4.768700123,2020,0.19683239471658087,0.4827534139814226,0.20436230591843962,0.465039590803794,0.7629088311484962,0.32710796399013586,Sub-Saharan Africa
128,Burkina Faso,4.587,2019,0.18234165067178504,0.5214827295703454,0.33304119193689746,0.4041204437400951,0.24944812362030908,0.31272084805653705,Sub-Saharan Africa
129,Burkina Faso,4.4239999999999995,2018,0.11782178217821782,0.5699685534591195,0.251984126984127,0.4105865522174535,0.2800875273522976,0.2926421404682274,Sub-Saharan Africa
130,Burkina Faso,4.03200006484985,2017,0.15669990283940072,0.5187086588395277,0.2273259478642569,0.4682400346374113,0.2591559087842132,0.2993343512153993,Sub-Saharan Africa
131,Burkina Faso,3.739,2016,0.1544552267663469,0.5328837280056793,0.22484401228898107,0.5139046136427965,0.2480750578967162,0.29709287430920694,Sub-Saharan Africa
132,Burkina Faso,3.5869999999999997,2015,0.1567986775237148,0.5640032322464114,0.2645696171665447,0.5896853956071849,0.23250167599789823,0.27324471025782776,Sub-Saharan Africa
133,Burundi,3.775,2021,0.0,0.05192307692307696,0.1728533801580332,0.41496598639455773,0.6126021003500582,0.3180722891566265,Sub-Saharan Africa
134,Burundi,3.775300026,2020,0.0,0.04279573727454611,0.18736799685473504,0.397246269957482,0.6020220189914338,0.32888253432924247,Sub-Saharan Africa
135,Burundi,3.775,2019,0.0,0.00842459983150795,0.33304119193689746,0.3486529318541997,0.3973509933774835,0.31095406360424027,Sub-Saharan Africa
136,Burundi,2.905,2018,0.007425742574257425,0.20047169811320753,0.14384920634920634,0.05722460658082975,0.16630196936542668,0.2491638795986622,Sub-Saharan Africa
137,Burundi,2.90499997138977,2017,0.0,0.16790742770925027,0.15967562509577143,0.0470327961534366,0.18123311251442908,0.24393418886064894,Sub-Saharan Africa
138,Burundi,2.905,2016,0.0,0.19811368591856396,0.1662496436828936,0.0,0.18643732309336708,0.2475265642727306,Sub-Saharan Africa
139,Burundi,2.905,2015,0.0,0.21858858573375164,0.21844428188246767,0.17693697460170515,0.1823123335326412,0.24786399959792935,Sub-Saharan Africa
140,Cambodia,4.83,2021,0.3441739824421388,0.5807692307692308,0.47487269534679544,0.9812925170068029,0.8879813302217034,0.38795180722891565,Southeast Asia
141,Cambodia,4.8484001160000005,2020,0.3544240298487715,0.6016016733395696,0.46964913099260075,0.9735601415601757,0.8633858494916622,0.4095058910679612,Southeast Asia
142,Cambodia,4.7,2019,0.3378119001919386,0.5770850884582982,0.558282208588957,0.96513470681458,0.1368653421633554,0.40989399293286216,Southeast Asia
143,Cambodia,4.433,2018,0.23415841584158412,0.5628930817610063,0.4533730158730159,0.9599427753934191,0.1422319474835886,0.4280936454849498,Southeast Asia
144,Cambodia,4.1680002212524405,2017,0.3091171466139689,0.48728256909557877,0.4526454410493417,0.960385922843537,0.14668276765284602,0.4604873003707959,Southeast Asia
145,Cambodia,3.907,2016,0.29936595036858354,0.45425350303399087,0.44863227018866325,0.9646900651004809,0.16017101799251796,0.4921130643764258,Southeast Asia
146,Cambodia,3.819,2015,0.2874061254931842,0.38613461355642187,0.5960887588393075,0.9891448792797097,0.13130764073852622,0.5070990601598231,Southeast Asia
147,Cameroon,5.142,2021,0.3100558659217878,0.475,0.17689201053555736,0.5935374149659863,0.893815635939323,0.3783132530120482,Sub-Saharan Africa
148,Cameroon,5.084899902,2020,0.3279533284656677,0.4579367185510633,0.16323474543131944,0.6335803811034074,0.8979796000427938,0.3475172609931116,Sub-Saharan Africa
149,Cameroon,5.044,2019,0.3218170185540627,0.3984835720303286,0.29009640666082387,0.6038034865293186,0.0816777041942605,0.33038869257950526,Sub-Saharan Africa
150,Cameroon,4.975,2018,0.22722772277227724,0.4080188679245282,0.18055555555555555,0.6137339055793991,0.09409190371991245,0.3060200668896321,Sub-Saharan Africa
151,Cameroon,4.69500017166138,2017,0.2864186955605918,0.4361919117575863,0.13996122308580797,0.6370957065879407,0.11050133784059957,0.2819537766895333,Sub-Saharan Africa
152,Cameroon,4.513,2016,0.28029535787283405,0.5285566992884067,0.13405969235317092,0.679592414378715,0.1212565071950278,0.2766832172353637,Sub-Saharan Africa
153,Cameroon,4.252,2015,0.26294548014025476,0.5923566878980894,0.2282565227993172,0.7362519224164962,0.10483593339493757,0.25905915464642915,Sub-Saharan Africa
154,Canada,7.103,2021,0.8262170790103751,0.8903846153846152,0.8892712906057942,0.9064625850340137,0.38856476079346547,0.45421686746987955,North America and ANZ
155,Canada,7.23210001,2020,0.8470539818398624,0.9061401796870784,0.8887891096803853,0.9289711245920341,0.3403473557165255,0.494071826581155,North America and ANZ
156,Canada,7.278,2019,0.8438899552143314,0.8997472620050546,0.9106047326906224,0.9255150554675119,0.6799116997792495,0.5035335689045936,North America and ANZ
157,Canada,7.327999999999999,2018,0.6207920792079208,0.911949685534591,0.8888888888888888,0.8984263233190272,0.6367614879649891,0.5367892976588629,North America and ANZ
158,Canada,7.31599998474121,2017,0.8407951078114769,0.8903656994153994,0.8789513817434063,0.9249094722862142,0.6189246131347274,0.5196905274381517,North America and ANZ
159,Canada,7.404,2016,0.8420277312317013,0.9263390970708045,0.8737423325837477,0.9384729691480328,0.6201183666198214,0.5469495309316709,North America and ANZ
160,Canada,7.4270000000000005,2015,0.8465591724191371,0.9369236619450522,0.8833260180443793,0.945112209397817,0.5971444619593774,0.5756018495250541,North America and ANZ
161,Chad,4.355,2021,0.14545091779728647,0.30000000000000016,0.0,0.33503401360544216,0.8459743290548424,0.39638554216867466,Sub-Saharan Africa
162,Chad,4.422699928,2020,0.19671515802705497,0.3235522114749315,0.007531525151525997,0.3297440550769727,0.8391569998536743,0.36995436794753944,Sub-Saharan Africa
163,Chad,4.35,2019,0.19449776071657066,0.2771693344566132,0.16827344434706398,0.2757527733755943,0.17218543046357618,0.3498233215547703,Sub-Saharan Africa
164,Chad,4.301,2018,0.1396039603960396,0.42059748427672955,0.05257936507936508,0.23462088698140196,0.13129102844638948,0.30267558528428096,Sub-Saharan Africa
165,Chad,3.9360001087188703,2017,0.2098927497104214,0.44284136440554556,0.043322848397902784,0.21018732965948317,0.1154016451915532,0.2578692944694699,Sub-Saharan Africa
166,Chad,3.763,2016,0.217178878106567,0.5339316802731437,0.04037204784678892,0.1501379847155392,0.09801864571168424,0.22772687901818936,Sub-Saharan Africa
167,Chad,3.667,2015,0.21091817823725795,0.4917054853122922,0.1464033162643258,0.3509026025413226,0.09546846406116939,0.23101472583806604,Sub-Saharan Africa
168,Chile,6.172000000000001,2021,0.6855546687948924,0.8057692307692309,0.755820895522388,0.6122448979591838,0.8728121353558924,0.2939759036144578,Latin America and Caribbean
169,Chile,6.228499889,2020,0.713873565221433,0.8123393773434869,0.7602870889074111,0.6021925407114371,0.8821196436795566,0.2730348453047658,Latin America and Caribbean
170,Chile,6.444,2019,0.7120921305182342,0.7851727042965457,0.8063102541630149,0.5657686212361333,0.12362030905077262,0.33038869257950526,Latin America and Caribbean
171,Chile,6.476,2018,0.5222772277227722,0.7539308176100628,0.8015873015873015,0.580829756795422,0.1334792122538293,0.32943143812709025,Latin America and Caribbean
172,Chile,6.65199995040894,2017,0.7035976762304094,0.7229562954517448,0.8630713719077757,0.5518985802085825,0.17722722891702358,0.38977699905153124,Latin America and Caribbean
173,Chile,6.705,2016,0.7048753690438924,0.7655713875226071,0.8644833665895966,0.5920782621001981,0.22665822133370275,0.3854411926169011,Latin America and Caribbean
174,Chile,6.67,2015,0.7050516269428714,0.7799537345121529,0.8374250182882224,0.6589521150314305,0.2331720751571814,0.4191963612604916,Latin America and Caribbean
